query,job_url,backstory
english teacher,https://www.seek.com.au/job/36572945,"Your name is Allison. You are 32 years old. You have been working as a teacher for 9 years. You have experience teaching in a few different companies. You have 3 years teaching experience teaching all subjects for 4th year students. You have 5 years experience as an English teacher for years 6, 7, and 8. You are relocating to the Eastern suburbs of Melbourne and are looking for a position as an English teacher in the area."
english teacher,https://www.seek.com.au/job/36572946,"You are a qualified teacher with experience teaching years six to nine in Victoria.  You have taught a broad range of subjects including English, Humanities and Science. You are registered  with VIT and are highly regarded by your previous employers."
english teacher,https://www.seek.com.au/job/36572947,You are 35 years of age. You have a degree in english language education. You have eight years experience as an english teacher. in the course of your experience you have taught for 2 different schools as a  full time english teacher.
english teacher,https://www.seek.com.au/job/36572948,Your degree is in English teaching. You have current references that you can give. You are authorized to work in Australia. You are registered with the VIT. You have experience in teaching English in the 7th and 8th grade levels.
english teacher,https://www.seek.com.au/job/36572949,You're a recent graduate but do have student teaching experience.  You're looking for an entry level teaching position to get started on your career.  The subject doesn't matter and you are flexible about location.
english teacher,https://www.seek.com.au/job/36572950,"You have been teaching English for about ten years when, due to family circumstances, you have an urgent need to relocate into Melbourne. You start searching for teaching positions in what will be your new area."
english teacher,https://www.seek.com.au/job/36572951,You are an English teacher that just moved to the Eastern Suburbs of Melbourne and is looking for a new full time job. You have experience teaching VCE English as well as Year 7 English and Year 8 Humanities. You have current references and have the right to work in Australia. You also hold a teaching qualification recognised in Australia. You are also registered with VIT.
english teacher,https://www.seek.com.au/job/36572952,You are a teacher and can work well with others. You have current references and can work in Austraila. You are registered or can register with VIT for a possible full time fixed term position starting July.
english teacher,https://www.seek.com.au/job/36572953,"You are a board certified teacher of English, French and Humanities. You have fifteen years teaching experience of which the last seven years has been in the Catholic school systems in Melbourne. You have taught students between middle grades to high school. You received English as a second language teacher of the year award in 2016 and have received rotary club teaching excellence awards for the past three years. Teaching is your passion and you are looking for a new opportunity within the Catholic School system where you can put more of yout skills to use."
english teacher,https://www.seek.com.au/job/36572954,"Your name is Claire you are a 30 years old teacher with 5 years of experience in the area, specifically in the english teaching field. You are looking for a new full time job as english teacher with a nice salary and  great benefits."
fashion,https://www.seek.com.au/job/36661379,"Fashion is your life. Even as a young child in Australia, you dreamed of becoming the next big name in fashion, like Valentino or Versace. You went to university in New York City, USA, and were top of your class studying fashion. You even studied for a semester in Milan, Italy, where you did an internship with a world renowned fashion designer. You love to design your own pieces in your free time as you dream of taking over the fashion world. However, you realize that you need to start from the bottom and work your way up. All you need to do now is get your foot in the door!"
fashion,https://www.seek.com.au/job/36661380,You are a recent graduate from fashion school and are eager to get started in the fashion and textile industry! You have two one-year internships under prestigious companies and look forward to learning more about the industry and starting a career.
fashion,https://www.seek.com.au/job/36661381,"Your name is Kate. You are 32 years old and are a fashion designer. You just moved from the UK to Melbourne. In London, you worked as a lead fashion designer for a company that produced young woman's clothing. You were lead fashion designer for 6 years. You've moved to Melbourne and want to find a job similar here. You were instrumental in the global success of your previous employer and want to showcase your talents and help another company grow their brand."
fashion,https://www.seek.com.au/job/36661382,Your name is Lucia. You are 28 years old with 3 years of experience as a fashion designer. You were born in the USA but your parents are Mexican. You are married without kids. You are looking for a job in the fashion industry designing clothes with a high pay.
fashion,https://www.seek.com.au/job/36661383,Your dream is to work in the fashion industry. You have over 5 years of experience. You really want to get out of the city and work in the suburbs. Your goal is to manage your very own design team and to develop global collections.
fashion,https://www.seek.com.au/job/36661384,Your name is Alicia and you're a twenty four years old fashion designer. You have worked with many reputed artists in the fashion world and have worked for one of the biggest name in the fashion industry.
fashion,https://www.seek.com.au/job/36661385,"You are Chloe, a graduate of the design center in Milan. You completed a two year apprenticeship in the Vogue Paris office and have worked for the past four years assisting with the design and development of moderate priced new to market clothing that embraces high fashion elements for markets in Asia and the US.  These clothing lines have be wildly popular and are very profitable for the company. You have primary experience in designing lifestyle pieces for rapidly changing markets and having one piece lead into purchasing a complimentary piece the following season. your teams met sales targets and overall garment sales increases month over month.  Your collections flow together and have a high rate of branding success in both Asia and the US.  You are accustomed to working in a team environment while being responsible for specific elements of the design. You enjoy fast paced work and are efficient at handling competing tasks and priorities when meeting a deadline."
fashion,https://www.seek.com.au/job/36661386,You have studied fashion and design at University and since graduating spent 3 years in Japan working as a design assistant for a clothing company. You now wish to move back home to Melbourne and hope to find a job in fashion there.
fashion,https://www.seek.com.au/job/36661387,You have a great deal of experience in the fashion industry. You are an excellent leader and can handle a high volume of tasks and a large workload. You have managed teams of people on multiple occasions.
fashion,https://www.seek.com.au/job/36661388,You have been working as an apprentice for the last 3 years at a fashion house since finishing a fashion and design degree You now hope to gain a permanent full time position in fashion design to really get your career off the ground.
fashion,https://www.seek.com.au/job/36661389,You are an experienced portfolio manager who has been designing mens and womans wear for the fashion magazine industry but have recently liked the technological side of things more. You have great knowledge of the stages needed with sign offs to the relevant professionals.
fashion,https://www.seek.com.au/job/36661390,You are a fashion expert with ten years of experience in concept and range building. You have international experience in roles that gave you tertiary qualifications with focus on Asia and USA. You have demonstrable extensive experience and knowledge in women's wear design and team leadership.  You have great communication skills and are able to prioritise work loads.
fashion,https://www.seek.com.au/job/36661391,You are a freelance designer that is looking for a fashion house to bring your designs too.
fashion,https://www.seek.com.au/job/36661392,You are skilled in fashion and have 5 years experience as a fashion designer for the company Mystique. You have left that job to look for more pay and a bigger role and feel you are ready and have the skills needed for the upcoming job.
furniture maker,https://www.seek.com.au/job/36593373,"You worked at a furniture factory making chairs and tables for 30 years, and you are approaching retirement. You are looking to work part time for a while to slowly transition into retirement, but your current workplace doesn't have any part time positions available."
furniture maker,https://www.seek.com.au/job/36593374,You have five years experience in carpentry and just relocated to the Bayside area. You are seeking to continue your career in carpentry and prefer to continue with the furniture industry as that is your strongest area to work in.
furniture maker,https://www.seek.com.au/job/36593375,"Your name is Bob. You are a 37 year old furniture maker. You are skilled in carpentry and furniture making of all kinds including cabinets. You currently run my own small business creating things for customers, but would like to pick up some extra work as business has been slow and you would like more reliable hours. You have good flexibility, so your current business is not a problem. You have a portfolio of your work and references from happy customers."
furniture maker,https://www.seek.com.au/job/36593376,Your name is Shannon. You are a 26 old furniture maker with 4 years of experience in the business looking for a part time job in the area with great pay and the possibilities of learning more about furniture making business
furniture maker,https://www.seek.com.au/job/36593377,"Your name is Michael and you are thirty three years old. You've been living and working  in Melbourne for the past 4 years, you are now looking for full time employment as furniture maker. You have more than six years manufacturing furniture for residential and comercial clients."
furniture maker,https://www.seek.com.au/job/36593378,You are experience in desigining furniture and custom cabinets.  You are looking for full time employment and can start immediately. You take pride in your work and willing to learn new skills.  You have a steady work history and references available if requested
furniture maker,https://www.seek.com.au/job/36593379,You have recently relocated to the Melbourne area and are seeking employment. You have extensive experience as a furniture maker. You are seeking a full time job position with the company and can start immediately.
furniture maker,https://www.seek.com.au/job/36593380,You have been working in a warehouse assembling furniture for two years.  The warehouse mysteriously burns down in the middle of the night leaving you and your co-workers without employment.  You sit down to search for another job in your field.
furniture maker,https://www.seek.com.au/job/36593381,"With the holidays arriving, you are looking for a higher paying  job in the cabinet making field. You have over 5 years experience and are always open to fulfilling the needs of the customers and team members."
furniture maker,https://www.seek.com.au/job/36593382,"You are Tomas, a master cabinet maker with over twenty years experience in making custom cabinetry. You work with clients and architects to design, plan and install cabinetry for their kitchens, living rooms, garages and bathrooms. You will make cabinetry that meets your clients needs and fits into their space. Recently you have been making cabinetry modified for handicapped access or limited mobility and hand usage. Modifying cabinetry already in place to meet a changing need is also something you do. You have worked independently for years from my own workshop but desire to work in a commercial application where you can work with teams of people, teach others my craftsmanship and learn from other skills."
furniture maker,https://www.seek.com.au/job/36593383,You can help with the making of furniture and you also need the money and the pay is very good with $30 to $40 an hour. You would really love to get this job and would actually make a big difference with the team.
furniture maker,https://www.seek.com.au/job/36593384,Your former employer's business sustained severe damage in the recent hurricanes and therefore is out of business indefinitely.  Because their business is closed you seek employment in your skilled field and would be an asset to any business.
furniture maker,https://www.seek.com.au/job/36593385,"You love being your own boss but the orders for your custom chairs and tables have dwindled in the last 6 months. In an effort to keep your head above water, you swallow your pride and decide that if you can't be the boss you can at least work at a job you love. You are quick with picking up new skills and have excellent math and carpentry skills. You stand out because of your design flare and you send your resume along with 15 photos of your different builds."
furniture maker,https://www.seek.com.au/job/36593386,You have been working freelance as a furniture maker following completing a course in carpentry at college. You now want to find a more secure and predictable income using these skills in a full time role.
furniture maker,https://www.seek.com.au/job/36593387,You are a dedicated person with a family of four. You enjoy creating and working with your hands. You have a flexible schedule and are able to think outside the box when a problem arises on the job. You have over twenty years experience as a carpenter.
furniture maker,https://www.seek.com.au/job/36593388,"You are a fully qualified cabinet maker and have all the necessary qualifications having been to college and university, You also have 15 years worth of experience in the industry so you are very interested in this vacancy."
furniture maker,https://www.seek.com.au/job/36593389,"You have been working at a factory job for several years but have a hobby of making furniture and selling it at trade shows on the weekend. You are looking for a way to make your part time hobby into your full time career because you are unhappy at your current job. You are experienced in making several types of home furnishings, such as book cases and tables but have never fully fabricated cabinets."
furniture maker,https://www.seek.com.au/job/36593390,"You are a furniture builder with several years of experience creating impeccable pieces of woodwork, ideally cabinetry, with additional experience in installation. You've worked for other companies but are interested in moving on to an organization where your skills will be appreciated and honed."
government,https://www.seek.com.au/job/36607301,You have an interest in Government and politics and want to gain employment in that area but with limited experience. You are looking for an entry level type role that allows you to gain experience in Government environments.
government,https://www.seek.com.au/job/36607302,You have been working in a temporary position at your local hospital in administration and would like to get a new role in a field you're interested in but that suits your level of experience. You want to get into government and politics and would like to see what administrative roles are available.
government,https://www.seek.com.au/job/36607303,You are thirty one years old and have ten years experience working in local government as an administrator. You have excellent communication skills and also possess excellent customer service skills. You are experienced in prioritising work loads and have superb time management skills. You are an expert in utilising Microsoft applications as well as TRIM and Tech1.
government,https://www.seek.com.au/job/36607304,You have many experiences in the government field and are seeking employment with the local government agency.
government,https://www.seek.com.au/job/36607305,You are somewhat experienced working as a clerk for your local town of 1 year. You were looking for something different in the government sector and looking for a full time job. You have college education on government and how it all works.
government,https://www.seek.com.au/job/36607306,You are seeking full time employment within the government sector.
government,https://www.seek.com.au/job/36607307,Your name is Joseph. You are 27 years old and looking for a new full time job in the local government as administrator. You have 3 years of experience as assistant and administrator and looking for a good hourly wage.
government,https://www.seek.com.au/job/36607308,You have always had a keen love of how governments work and are run. You left school and went on to university where you got a degree. You then went on to work for your local council and now you want to progress further.
government,https://www.seek.com.au/job/36607309,"You are Robert, a 26 year old from Salt Lake City, Utah.  You have a college degree in political science. For the past 4 years you worked in public relations for a media company. You are hoping to advance your career to work as an administrator full time for a government agency."
government,https://www.seek.com.au/job/36607310,You have 12 years experience in the government industry working with state government and local councils. You possess advance in all microsoft applications and TRIM and tech 1 property.  You are very high skilled in customer service and have self motivation.
government,https://www.seek.com.au/job/36607311,"You have been working as an administrative assistant  in your local council and enjoy the environment, having a keen interest in politics and the government. You want to move your career forward within government but more toward a compliance side of matters."
government,https://www.seek.com.au/job/36607312,You are a pleasant 30-year-old married lady searching for a new position in the government after leaving your previous position. You are now searching for an exciting new opportunity working with the local government.
government,https://www.seek.com.au/job/36607313,You are a mother of two whose children are now both attending school full time and you are looking for a part time job. You are passionate about keeping your community safe and thriving and are looking to help make a difference.
government,https://www.seek.com.au/job/36607314,You are seeking entry level employment in the government sector.  You have no practical experience but are interested in getting your foot in the door for the benefits of such a position.  Your most recent employment was hostessing at a local restaurant.
government,https://www.seek.com.au/job/36607315,You have been working as a compliance administrator in a finance firm and enjoy the challenge of the work but would like to get into a government or council position because this is where your career passions lie. You essentially want an entry level role to build experience within the government and public sector.
government,https://www.seek.com.au/job/36607316,You have worked for regional councils in the past and have liked the hustle and bustle that comes with working in a government office. You have great people and computer skills that have lead to you have excellent time managment skills.
government,https://www.seek.com.au/job/36607317,You have been working for the past nine years in a large legal firm of thirty corporate attorneys as their office manager. Your office has recently been sued for the legal antics of a few of your attorneys in the courtroom and you have witnessed lawyers you have been great friends with being disbarred from practice. You are still hearing them talk in the break room of finding loopholes in laws to aid in their cases.  You have decided that this is just not worth it and this firm is not the employer that you thought it was when you stepped in.  You arrive home in the evening and discuss with your husband that it is time for you to seek employment elsewhere and begin a search for another management position and hope that the reputation of your firm has not gotten around to other major employers.
government,https://www.seek.com.au/job/36607318,"You just moved to Melbourne from Sydney and are looking for a job in government administration. You worked for your local council in Sydney for seven years, with the last year serving as the head administrator of your division, which dealt with compliance issues. You have fifteen years of experience with Microsoft office applications and seven years experience with TRIM and Tech1 Property rating."
government,https://www.seek.com.au/job/36607319,You are currently unemployed and looking for work in the government sector. The location you want to work in is Melbourne and you have previous experience working in government positions and customer service or administration roles.
government,https://www.seek.com.au/job/36607320,You are fresh out of college and want to be able to work a government job. You've had no experience during your college life nor have you been very motivated to do so.  You think you're good with people and like to think of yourself as diligent and hard-working.
health manager,https://www.seek.com.au/job/36623721,"You've been working in health care in Melbourne for the last 19 years, being a health care manager for the last eight. Lately, your boss has been making changes that you don't believe are in the best interest of your patients. When you voiced your concerns, your boss increased your work load so much that you are physically and mentally drained. You can't keep working there but you still want to work as a health care manager and help people."
health manager,https://www.seek.com.au/job/36623722,"Your name is Margaret. You are 41 years old. You have 18 years experience in the health industry. You have 12 years experience as a health manager and 6 years experience in nursing. In your previous job, you worked as a health manager at a large physical therapy clinic. Your previous company has closed down and you want a job utilizing your skills in the same field."
health manager,https://www.seek.com.au/job/36623723,"You are 32 years old. You have a degree in physiotherapy from the university, you are currently registered with AHPRA, you have experience in physiotherapy and health management. You are currently looking for a full time job."
health manager,https://www.seek.com.au/job/36623724,You have been working as a qualified healthcare supervisor for a local healthcare company and would like to find a role that is the next step up for your career in this field ideally in a challenging and modern company.
health manager,https://www.seek.com.au/job/36623725,"You are a dynamic and qualified Health Manager with the relevant AHPRA registration and relevant management experience, wanting to provide the best patient centred care. You are willing to relocate for this role as you are not tied down with family to depend on."
health manager,https://www.seek.com.au/job/36623726,You are seeking employment as a health manager and have fifteen years of experience in the field. You are seeking employment with a new facility to utilize your specific skill set.
health manager,https://www.seek.com.au/job/36623727,"You are Lisa, aged 34, from Boston Massachusetts. Your passion is sports medicine.   You have a college degree in sports medicine and worked in a rehab facility for sports related injuries. You recently moved to Orlando, Florida to get better opportunities and want to find a job working in health and rehabbing injuries."
health manager,https://www.seek.com.au/job/36623728,You have fifteen years experience as a health manager in an aged care facility. The facility is under new management and you don't see eye to eye.  You are seeking full time employment in a similar position. Relocation is possible.
health manager,https://www.seek.com.au/job/36623729,You have been working in a public sector hospital as a health manager for the last 12 years. You love the work but have become more and more frustrated with the public healthcare system and are now looking for a similar role in the private sector.
health manager,https://www.seek.com.au/job/36623730,"You have been working for the past seven years as a Registered Nurse at a major local hospital. You enjoy the shift work of nursing because it also allows you time at home with your two very young children. However, you come home one evening to another terrible argument with your husband and he tells you he is leaving. You are now on your own with two children. Knowing that you may or may not be able to afford full time day care on your own salary now, you think you would like to try becoming a health manager for senior individuals still living in their own homes and could schedule seeing patients that way while your kids are in school. You sit down to see if you can find an agency that would place you as a health manager traveling to people's homes."
health manager,https://www.seek.com.au/job/36623731,"You are a dynamic and qualified Health manager with the relevant AHPRA registration and relevant management experience, wanting to provide the best patient centred care. You are willing to relocate for this role as you are not tied down with any dependants."
health manager,https://www.seek.com.au/job/36623732,You're really good at managing employees in the health industry and plan on moving jobs soon. You search for health manager positions nearby where your old job was originally located but was broken down by a mini hurricane.
health manager,https://www.seek.com.au/job/36623733,Your name is David. You are 33 years of age. You have a degree in physiotherapy. You have good management skills. You have a current AHPRA registration. You have a very good customer service and relationship skill. You are currently looking for a full time job.
health manager,https://www.seek.com.au/job/36623734,"You are a recent university graduate looking to move into the field of your choosing, both economics as your university focus with a specialisation in focusing on healthcare management, both patient and record-keeping, coming into the field with a litany of work-related experiences."
health manager,https://www.seek.com.au/job/36623735,"Your name is Mr. Wilbur Brown has 25 years experience in the health field. You started your career as a physiotherapist and worked in this capacity for 15 years. You relocated to Melbourne 10 years ago and accepted a position in a rehab facility as the manager of the physiotherapy department. Your AHPRA registration is current. Your salary requirements are around $130,000 per year."
health manager,https://www.seek.com.au/job/36623736,Your name is Nancy and you are a 29 year old single mother of two children. You have a degree in physiotherapy from the university and also a professional degree in health management from oversea. You have good communication skills and you also have experience in health management.
helicopter pilot,https://www.seek.com.au/job/36785700,You are a helicopter pilot with a commercial licence and current class 1 medical licence.  You are an Australian national with a passport. You have never been in an aviation accident nor are you under investigation by regulators.
helicopter pilot,https://www.seek.com.au/job/36785701,You have a helicopter pilot licens. You have been a helicopter pilot for the ten years. In the course of this ten years you gained experience as an helicopter pilot. Your last job was terminated because the company closed down. You are currently looking for a full time job as an helicopter pilot.
helicopter pilot,https://www.seek.com.au/job/36785702,You are currently looking for a new position as a helicopter pilot as the company you were working with located to another state. You have 7 years experience as flying a helicopter. You have a commercial pilots license and a passport.
helicopter pilot,https://www.seek.com.au/job/36785703,"You have been working for the last few years on a local broadcast news program as an ""eye in the sky"" helicopter traffic reporter.  Your network is bought out by a major cable network and they now say they have no need for local news.  You start to seek jobs that you can do to help maintain the family budget."
helicopter pilot,https://www.seek.com.au/job/36785704,"You recently retired from the air force. You are a decorated helicopter pilot. You are seeking full time employment in the private sector doing what you love to do, which is fly those helicopters. You are single so travel and scheduling is a non-issue."
helicopter pilot,https://www.seek.com.au/job/36785705,You are someone who lives in the PNG & Pacific Islands looking for  full time position working as an AW 109C pilot. You have a commercial helicopter pilot license and current class 1 medical. You also have a current passport. You have no civil aviation accident history or pending investigation by the regulator. You have an AW 109C type rating.
helicopter pilot,https://www.seek.com.au/job/36785706,You want to help people in emergencies. You have a valid commercial helicopter pilot license and current class one medical. You have a current passport and love to travel. You have no civil aviation accident history or pending investigations.
helicopter pilot,https://www.seek.com.au/job/36785707,"You are Bradley, a twenty year Helicopter Pilot with extensive experience in flying all types of Heilo craft. You trained in the military and flew rescue missions to bring out wounded soldiers to a field hospital. After completing your service, you have worked as an air ambulance Helicopter pilot . Your license is current and in good standing, You are a certified emergency responder with military medic training. You hold an AW109C rating, have a current passport and a clean flying records with no investigations. You are currently between contracts and can start work immediately."
helicopter pilot,https://www.seek.com.au/job/36785708,Your name is Oliver you are a 27 years old helicopter pilot with 4 years of experience in the commercial sector. You are looking for a new full time job in the area with a high salary and a flexible schedule. You are a single man from Sydney.
helicopter pilot,https://www.seek.com.au/job/36785709,You are an experience helicopter pilot that has been working in the logistics field within the retail sector using a helicopter to deliver parcels to different companies. You have just recently moved to a new town and feel the commute to your job would be too much so are looking for new employment.
hospital,https://www.seek.com.au/job/36736574,"You are from Brisbane, where you worked at this hospital as a Geriatrician several years ago. You felt like you needed a change in scenery so you moved to Canberra for a few years. But now, your grandmother is ill and needs continuing care. You know moving home would be good for your entirely family and your knowledge as a Geriatrician would be beneficial to making sure that your grandmother gets the best care possible. You are hoping to return to the hospital that you worked at last time you lived in Brisbane."
hospital,https://www.seek.com.au/job/36736575,"You have a degree in medicine and surgery. You have worked for several hospitals, both as a part time and full time medical doctor. You have 20 years of experience as a medical doctor. You are currently looking for a part time job as medical specialist."
hospital,https://www.seek.com.au/job/36736576,You are looking for a role in healthcare having provided elderly care at a care home for the last 5 years. The home is closing down and you think a hospital presents a more stable employment and better prospects to learn.
hospital,https://www.seek.com.au/job/36736577,You have been working as a Geriatrician at a care home for the elderly but it is closing down. You want to find a job in a hospital in a similar care based role either with the elderly or with children.
hospital,https://www.seek.com.au/job/36736578,You are a fully qualified geriatrician with fourteen years experience working in different hospitals and care-homes. You are willing to assist management with professional education and training for medical staff.
hospital,https://www.seek.com.au/job/36736579,You are a experienced in the healthcare field and are now looking for employment with advancement in a hospital setting.
hospital,https://www.seek.com.au/job/36736580,You are currently enrolled in medical school working toward your goal of becoming a general surgeon.  You need to find a hospital local to the university to do your intern time so you seek hospital jobs hoping to find a teaching hospital looking for interns.
hospital,https://www.seek.com.au/job/36736581,You are looking for a job in the hospital field and have a few years experience as a registered nurse. You have recently moved to the area and bring a bachelor of nursing and 3 years of experience from your last job with you. You have everything in order and can begin as soon as possible.
hospital,https://www.seek.com.au/job/36736582,"You are a medical specialist in Queensland looking for a better, more diverse professional opportunity in the health care sector. You are technologically savvy, and have both teaching and research experience."
hospital,https://www.seek.com.au/job/36736583,You have worked in the medical profession for the past ten years and are looking for a change in department. You are looking for a full time job in your local area of Brisbane but are currently unable to work after hours due to a family situation.
hospital,https://www.seek.com.au/job/36736584,"You are a recent widow who has never worked a day in her life.  Now you'd rather seek employment than stay at home alone all day. You aren't sure what positions you might qualify for, so are keeping your search terms broad."
hospital,https://www.seek.com.au/job/36736585,"You have 10 years experience working at a medical center in your home town of Houston.  You were a Hospital Aide working directly and indirectly with patients, seeing to their needs and helping them enjoy their time as a patient."
installer,https://www.seek.com.au/job/36636709,"Your grandfather is an appliance installer, and so is your dad. It's a family business. You want to do that job too, but since you are a female, your dad doesn't think you can do it. You want to prove him wrong and think that the best way to do that is get a job doing the same thing for another company.  You've been studying and getting certified in everything without telling him."
installer,https://www.seek.com.au/job/36636710,You just got laid off due to company scaling back from a construction position and are currently seeking something in the Melbourne area in a similar field.  Your primary area of focus is with installing equipment and machinery.
installer,https://www.seek.com.au/job/36636711,"Your name is Justin. You are 36 years old. You have 10 years experience as an installer. You have several licenses and qualifications. You hold a white and blue card. You have an electrical license and a plumbing license. You have been sub contracting through a company, but work has been slow. You are hoping to find a different company to work through with more regular and reliable work."
installer,https://www.seek.com.au/job/36636712,Your name is Tony. You are a 30 years old HVAC installer with 3 years of experience in the area. You are married with 2 children looking for a new full time job in Melbourne with a high salary and nice benefits.
installer,https://www.seek.com.au/job/36636713,"Your name is Harry, you're thirty three years old and living in Melbourne. You are an installer with more than seven years of experience under your belt. You have Cert II in split system air conditioning and a plumbing  license. You are looking for a full time opportunity where you can contribute your expertise."
installer,https://www.seek.com.au/job/36636714,You are a professional installer. You can start working as soon as possible. You like to work independently. You are a sub contractor looking for new connections to maintain full time status and workload.  You wish to work in the Melbourne area.
installer,https://www.seek.com.au/job/36636715,"You are Jon, the owner of a small family owned HVAC and Electrical company. You have primarily done HVAC , electrical and some light plumbing work for residential customers and small businesses. Your nephews have joined the family business and you are expanding to take on sub contract roles for small industrial and business operations seeking to contract out portions of their maintenance. You are fully qualified for all facets of heating, air conditioning, electrical repair and maintenance. Small plumbing jobs are acceptable.  You have your own branded trucks, are fully licensed and insured and take great care in the work you do."
installer,https://www.seek.com.au/job/36636716,You have worked for a large utilities firm as an installation engineer for the past 5 years but are struggling on a zero hours contract and low hourly wage so want to find a similar role with a better employer.
installer,https://www.seek.com.au/job/36636717,You recently relocated cross country and are looking for a position in installation and general air conditioning repair and maintenance. Your last place of employment trained you in all aspects of the tasks.
installer,https://www.seek.com.au/job/36636718,"You are a 40 year old male with being an experienced sub contractor. You have a great work ethic and great attention to detail. You have commercial installing experience. You have a vpn and a arc tick licence, a current eletrical licence and you own your own vehicle and need full time work as soon as possible."
installer,https://www.seek.com.au/job/36636719,"You have run your own HVAC company for twenty years. You  have current certifications in heating, air conditioning and plumbing. You are looking to avoid the stress of being in business for yourself and work for a small company."
kitchen hands,https://www.seek.com.au/job/36688878,Your wife watches your three children in the mornings and works evenings. You recently got laid off as a sales person in a grocery store and you need a job that you can work in the mornings and be finished when your children get out of school at 4:30 PM.
kitchen hands,https://www.seek.com.au/job/36688879,"You have worked 4 years in the food service back of house industry and are looking for a weekday job that continues in this field and specialty. You are able to work well, both independently and as a group in these types of settings."
kitchen hands,https://www.seek.com.au/job/36688880,Your name is Mark. You're 29 years old. You have recently moved to the South Yarra area and are seeking relevant work. You are experienced in many aspects of restaurant work. At your previous job you helped meal prep each day. You cleaned the front and back of the restaurant. You even waited tables when required. You have open availability and are very responsible. You can work without constant direction and are very self sufficient. You speak English and have a professional demeanor.
kitchen hands,https://www.seek.com.au/job/36688881,"You are new to the area, and you want to find a job where you can remain active. You worked in the kitchen in your last job in your old town, and you would like to continue this line of work."
kitchen hands,https://www.seek.com.au/job/36688882,"Your name is Joseph. You are 23 years old, single with 2 years of experience as kitchen hands looking for a  job in the area  with a flexible schedule and nice payments in which you could learn about the restaurant business."
kitchen hands,https://www.seek.com.au/job/36688883,"You have been employed by various cleaning services for years. Prior to that, you have worked as a cook in a number of restaurants. You want a more stable job than the one you hold currently. You're sick of not knowing where you'll be on a given day"
kitchen hands,https://www.seek.com.au/job/36688884,You are looking for a full time position.  You have experience in the restaurant industry.  You have taken culinary classes at the local trade school.  You can work unsupervised and enjoys working in a fast paced environment.
kitchen hands,https://www.seek.com.au/job/36688885,Your name is Rose and you are 34 years old. You're in Melbourne and are looking for a full time position as a Kitchen hands in a good restaurant. You have more than seven years of experience in the sector and you are able to work unsupervised.
kitchen hands,https://www.seek.com.au/job/36688886,You are open to working in a kitchen doing a range of different tasks relating to food and have worked in this industry before. You appreciate all types of food and food preparation is not a problem.
kitchen hands,https://www.seek.com.au/job/36688887,You have recently relocated to the area and are seeking employment. You live in the Melbourne area and have previous experience as a kitchen hand. You are seeking full time employment with the company.
kitchen hands,https://www.seek.com.au/job/36688888,You have been working in the buisness industry of restaurants for the past 10 years. You love people and you can greet them with a smile. You have also been to chef school and you know how to satisfy the peoples needs.
kitchen hands,https://www.seek.com.au/job/36688889,You have worked for several companies in the kitchens and they vary from sandwhich shops to the canteen in the local school where your children go to. You are very good at makling sandwiches or doing hot food preperation. You also do not mind cleaning up after finishing
kitchen hands,https://www.seek.com.au/job/36688890,"You are a very young man just beginning to step into the working world.  You have tried office work and found it was not for you as you are just not the kind of person to sit behind a desk all day. You had been disciplined on your job for being away from your office and are looking for something where you will feel you can be more productive, however, because of your negative experience have not picked up much professional work experience and are looking for something simple, non-technical but very busy.  You decide to search for busy customer service jobs right in the middle of the downtown area and you think of all the busy restaurants in downtown Melbourne and the crowds of locals and tourists that keep them booming.  You sit down to search for kitchen help because you think this may be a very busy job, but not require much formal education."
kitchen hands,https://www.seek.com.au/job/36688891,"You are looking for jobs because your old job at the pharmacy changed some of their policies, so you decided it wasn't worth it anymore. Since you recently started to like cooking again, and you worked at Burger King in high school, you look for a job in the kitchen. You look up ""kitchen hands"" so you have more variety, since you are worried that just cooking will get boring."
lawn mowing,https://www.seek.com.au/job/36699305,You have been in the gardening industry for nearly twenty years at two different placements. You can cover everything from lawn maintenance to looking after a greenhouse and propergation. You have worked both for a private person and a company.
lawn mowing,https://www.seek.com.au/job/36699306,"You got your start years ago as a child and have had many years since in the Landscaping field, no pun intended. You are eager to start, have flexible hours, and have reliable transportation. You hope to make a good salary and start in a good position."
lawn mowing,https://www.seek.com.au/job/36699307,You are a school leaver and before heading to college in the fall you want to gain some temporary employment. You have in the past done freelance gardening and mowing work in the school holidays and found it a suited way for you to earn some money and get outside and meet new people.
lawn mowing,https://www.seek.com.au/job/36699308,You are experienced in the role of industry level lawn mowing and are physically fit for the task. You possess a valid manual drivers licence and are an enthusiastic team player. You are reliable and motivated to be punctual and hard working.
lawn mowing,https://www.seek.com.au/job/36699309,You are a lawn mower that is currently seeking full time employment due to changing careers. You are looking for a great company to work for and learn from.
